region,bygnType,statistikkvariabel,aar,value,k_kode,kommune_nr,fylkesnr,fylke
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2016,291,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2017,298,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2018,300,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2019,302,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2020,305,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2021,316,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2022,317,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2023,320,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2024,327,K-1865,1865,18,Nordland
Vågan,Tomannsbolig,Boliger (bebodde og ubebodde),2025,326,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2006,242,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2007,281,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2008,289,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2009,296,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2010,294,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2011,294,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2012,301,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2013,315,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2014,319,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2015,339,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2016,339,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2017,341,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2018,347,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2019,352,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2020,376,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2021,383,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2022,415,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2023,439,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2024,450,K-1865,1865,18,Nordland
Vågan,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2025,455,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2006,446,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2007,463,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2008,475,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2009,542,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2010,553,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2011,552,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2012,578,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2013,586,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2014,594,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2015,609,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2016,626,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2017,649,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2018,683,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2019,696,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2020,782,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2021,824,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2022,836,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2023,839,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2024,882,K-1865,1865,18,Nordland
Vågan,Boligblokk,Boliger (bebodde og ubebodde),2025,894,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2006,112,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2007,144,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2008,152,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2009,157,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2010,157,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2011,154,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2012,155,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2013,160,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2014,160,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2015,155,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2016,159,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2017,161,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2018,161,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2019,119,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2020,146,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2021,153,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2022,153,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2023,154,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2024,154,K-1865,1865,18,Nordland
Vågan,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2025,162,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2006,134,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2007,144,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2008,139,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2009,151,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2010,150,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2011,168,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2012,170,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2013,183,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2014,184,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2015,191,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2016,182,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2017,175,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2018,185,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2019,239,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2020,238,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2021,244,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2022,235,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2023,246,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2024,238,K-1865,1865,18,Nordland
Vågan,Andre bygningstyper,Boliger (bebodde og ubebodde),2025,242,K-1865,1865,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2006,3638,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2007,3637,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2008,3643,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2009,3649,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2010,3656,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2011,3525,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2012,3460,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2013,3481,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2014,3466,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2015,3463,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2016,3467,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2017,3480,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2018,3476,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2019,3482,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2020,3489,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2021,3467,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2022,3461,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2023,3459,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2024,3475,K-1866,1866,18,Nordland
Hadsel,Enebolig,Boliger (bebodde og ubebodde),2025,3476,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2006,286,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2007,287,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2008,287,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2009,288,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2010,290,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2011,291,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2012,297,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2013,298,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2014,304,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2015,303,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2016,311,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2017,311,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2018,312,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2019,311,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2020,314,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2021,314,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2022,321,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2023,328,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2024,330,K-1866,1866,18,Nordland
Hadsel,Tomannsbolig,Boliger (bebodde og ubebodde),2025,330,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2006,183,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2007,185,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2008,198,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2009,198,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2010,198,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2011,200,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2012,216,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2013,228,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2014,244,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2015,248,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2016,248,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2017,252,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2018,259,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2019,285,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2020,296,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2021,312,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2022,313,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2023,322,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2024,331,K-1866,1866,18,Nordland
Hadsel,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2025,340,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2006,144,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2007,144,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2008,141,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2009,141,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2010,157,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2011,157,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2012,173,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2013,180,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2014,180,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2015,182,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2016,200,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2017,198,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2018,206,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2019,206,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2020,231,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2021,231,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2022,243,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2023,243,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2024,270,K-1866,1866,18,Nordland
Hadsel,Boligblokk,Boliger (bebodde og ubebodde),2025,270,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2006,32,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2007,63,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2008,63,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2009,63,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2010,63,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2011,63,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2012,64,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2013,68,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2014,80,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2015,80,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2016,80,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2017,94,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2018,94,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2019,95,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2020,116,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2021,116,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2022,116,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2023,134,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2024,134,K-1866,1866,18,Nordland
Hadsel,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2025,162,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2006,74,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2007,76,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2008,76,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2009,77,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2010,80,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2011,78,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2012,116,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2013,112,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2014,111,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2015,106,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2016,105,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2017,136,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2018,133,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2019,133,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2020,132,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2021,130,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2022,131,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2023,134,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2024,138,K-1866,1866,18,Nordland
Hadsel,Andre bygningstyper,Boliger (bebodde og ubebodde),2025,144,K-1866,1866,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2006,1409,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2007,1404,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2008,1380,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2009,1329,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2010,1337,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2011,1299,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2012,1297,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2013,1310,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2014,1312,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2015,1334,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2016,1314,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2017,1313,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2018,1315,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2019,1312,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2020,1316,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2021,1304,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2022,1309,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2023,1317,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2024,1331,K-1867,1867,18,Nordland
Bø,Enebolig,Boliger (bebodde og ubebodde),2025,1339,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2006,34,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2007,34,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2008,34,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2009,33,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2010,33,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2011,33,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2012,32,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2013,33,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2014,33,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2015,34,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2016,38,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2017,40,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2018,40,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2019,43,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2020,43,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2021,43,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2022,43,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2023,49,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2024,49,K-1867,1867,18,Nordland
Bø,Tomannsbolig,Boliger (bebodde og ubebodde),2025,49,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2006,31,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2007,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2008,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2009,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2010,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2011,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2012,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2013,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2014,38,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2015,41,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2016,37,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2017,37,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2018,37,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2019,42,K-1867,1867,18,Nordland
Bø,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2020,42,K-1867,1867,18,Nordland
